C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_21_872.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_21_872.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_21_872.jpg, 0, 0, 0, 7.852916E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_21_974.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_21_974.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_21_974.jpg, 0, 0, 0, 7.884446E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_079.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_079.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_079.jpg, 0, 0, 0, 8.01133E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_187.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_187.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_187.jpg, 0, 0, 0, 7.821342E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_301.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_301.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_301.jpg, 0, 0, 0, 7.864228E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_404.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_404.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_404.jpg, 0, 0, 0, 7.851557E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_506.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_506.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_506.jpg, 0, 0, 0, 7.84615E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_607.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_607.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_607.jpg, 0, 0, 0, 7.847017E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_709.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_709.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_709.jpg, 0, 0, 0, 7.8007E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_812.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_812.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_812.jpg, 0, 0, 0, 7.865848E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_22_922.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_22_922.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_22_922.jpg, 0, 0, 0, 7.785317E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_23_032.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_23_032.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_23_032.jpg, 0, 0, 0, 7.820188E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_23_137.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_23_137.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_23_137.jpg, 0, 0, 0, 7.826768E-05
C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\center_2021_07_16_23_13_23_242.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\left_2021_07_16_23_13_23_242.jpg, C:\Users\lenovo\iCloudDrive\Note_Markdown\Self_Driving_Car_Deep_Learning\14_Behavioural Cloning\UdaCity的自动驾驶模拟器\data\IMG\right_2021_07_16_23_13_23_242.jpg, 0, 0.0841887, 0, 0.05945551
